vin,body_type,daysonmarket,fleet,frame_damaged,fuel_type,has_accidents,horsepower,isCab,make_name,maximum_seating,mileage,model_name,price,transmission,wheel_system,year
1GNSKBKC6KR346808,SUV / Crossover,12,TRUE,FALSE,Gasoline,TRUE,355,TRUE,Chevrolet,8 seats,23831,Tahoe,44995,A,4WD,2019
1FMNU43S53EB55516,SUV / Crossover,122,TRUE,FALSE,Gasoline,TRUE,310,TRUE,Ford,8 seats,169311,Excursion,10995,A,4WD,2003
1D7HU16N05J651863,Pickup Truck,200,FALSE,FALSE,Gasoline,FALSE,345,FALSE,Dodge,3 seats,152342,RAM 1500,4895,A,4WD,2005
YV1622FS1C2129540,Sedan,102,FALSE,FALSE,Gasoline,FALSE,250,FALSE,Volvo,5 seats,104321,S60,8495,A,FWD,2012
2C3CDXGJ1HH615418,Sedan,8,FALSE,FALSE,Gasoline,TRUE,485,FALSE,Dodge,5 seats,64581,Charger,36995,A,RWD,2017
1FMCU9G69LUA08977,SUV / Crossover,95,,,Gasoline,,180,,Ford,5 seats,0,Escape,29711,A,AWD,2020
WP0AA0942GN455288,Hatchback,39,FALSE,FALSE,Gasoline,FALSE,143,FALSE,Porsche,4 seats,92481,944,10995,A,RWD,1986
1FTSW31F12EC22306,Pickup Truck,287,FALSE,FALSE,Diesel,TRUE,,FALSE,Ford,,201501,F-350 Super Duty,11995,A,,2002
1C6RR7GT4ES269594,Pickup Truck,5,TRUE,FALSE,Gasoline,FALSE,395,TRUE,RAM,6 seats,141422,1500,19695,A,4WD,2014
5FRYD4H46FB002477,SUV / Crossover,25,FALSE,FALSE,Gasoline,TRUE,290,FALSE,Acura,7 seats,86259,MDX,20995,A,AWD,2015
3N1AB7AP2KY240908,Sedan,5,FALSE,FALSE,Gasoline,FALSE,124,FALSE,Nissan,5 seats,12138,Sentra,13995,CVT,FWD,2019
1FTEW1E4XLFA81029,Pickup Truck,201,,,Gasoline,,375,,Ford,5 seats,13,F-150,66190,A,4WD,2020
3C4NJDCB8MT501430,SUV / Crossover,14,,,Gasoline,,,,Jeep,,0,Compass,30456,A,,2021
3GKALMEV0JL379789,SUV / Crossover,32,FALSE,FALSE,Gasoline,FALSE,252,FALSE,GMC,5 seats,4184,Terrain,23695,,FWD,2018
WDDSJ4GB3FN268904,Sedan,56,FALSE,FALSE,Gasoline,FALSE,208,FALSE,Mercedes-Benz,5 seats,89613,CLA-Class,17290,A,AWD,2015
1C4RJFJT4EC406840,SUV / Crossover,85,FALSE,FALSE,,TRUE,360,FALSE,Jeep,5 seats,127118,Grand Cherokee,18995,A,4WD,2014
1GBJK34U43E361918,Pickup Truck,62,FALSE,FALSE,,FALSE,,FALSE,Chevrolet,,37113,Silverado 3500,12995,A,,2003
1FM5K8GC9LGB25522,SUV / Crossover,215,,,Gasoline,,400,,Ford,7 seats,4,Explorer,55265,A,AWD,2020
1FTRF3B69FEC20466,Pickup Truck,19,FALSE,FALSE,Flex Fuel Vehicle,FALSE,316,FALSE,Ford,3 seats,120546,F-350 Super Duty,23995,A,4WD,2015
WVGBV7AXXAW500983,SUV / Crossover,40,FALSE,FALSE,Gasoline,FALSE,200,FALSE,Volkswagen,5 seats,93325,Tiguan,8995,A,FWD,2010
2HKRM4H73FH625301,SUV / Crossover,88,FALSE,FALSE,Gasoline,TRUE,185,FALSE,Honda,5 seats,104767,CR-V,15495,A,AWD,2015
3FA6P0HD9LR249811,Sedan,14,FALSE,FALSE,Gasoline,FALSE,175,FALSE,Ford,5 seats,0,Fusion,25533,A,FWD,2020
5TDBT48A37S282193,SUV / Crossover,41,FALSE,FALSE,Gasoline,FALSE,273,FALSE,Toyota,8 seats,182805,Sequoia,7995,A,4WD,2007
1GNSKJE74ER166711,SUV / Crossover,54,FALSE,FALSE,Flex Fuel Vehicle,FALSE,320,FALSE,Chevrolet,8 seats,135197,Suburban,17695,A,4WD,2014
JF1GD29615G524655,Sedan,46,FALSE,FALSE,Gasoline,TRUE,227,FALSE,Subaru,5 seats,101596,Impreza WRX,11495,M,AWD,2005
1C4PJMLX4LD641287,SUV / Crossover,29,,,Gasoline,,271,,Jeep,5 seats,0,Cherokee,31007,A,4WD,2020
1FTEW1E46KFA23644,Pickup Truck,4,FALSE,FALSE,Gasoline,FALSE,375,FALSE,Ford,6 seats,41204,F-150,45995,A,4WD,2019
1C4RJFBG7EC546365,SUV / Crossover,27,FALSE,FALSE,Gasoline,TRUE,241,FALSE,Jeep,5 seats,136924,Grand Cherokee,16495,A,4WD,2014
1GKKNLLA1JZ203318,SUV / Crossover,39,FALSE,FALSE,Gasoline,FALSE,193,FALSE,GMC,7 seats,19862,Acadia,25000,,FWD,2018
2FMPK4J95LBB13647,SUV / Crossover,46,,,Gasoline,,250,,Ford,5 seats,0,Edge,39136,A,AWD,2020
5NPD84LF9HH114921,Sedan,4,FALSE,TRUE,Gasoline,TRUE,147,FALSE,Hyundai,5 seats,3587,Elantra,13995,A,FWD,2017
2G11Z5S37K9110172,Sedan,87,TRUE,FALSE,Flex Fuel Vehicle,TRUE,305,TRUE,Chevrolet,5 seats,34221,Impala,17000,A,FWD,2019
1FTSS34L53HB87864,Van,283,FALSE,FALSE,Gasoline,FALSE,215,FALSE,Ford,2 seats,123272,E-Series,11995,A,RWD,2003
1C4RJFBG6HC863655,SUV / Crossover,33,FALSE,FALSE,Gasoline,FALSE,241,FALSE,Jeep,5 seats,45842,Grand Cherokee,25995,A,4WD,2017
5TDBZRFH0HS384385,SUV / Crossover,7,FALSE,FALSE,Gasoline,FALSE,295,FALSE,Toyota,8 seats,25869,Highlander,28837,A,AWD,2017
3C4NJDCB1MT504024,SUV / Crossover,14,,,Gasoline,,,,Jeep,,0,Compass,30456,A,,2021
5UXZV8C55CL425486,SUV / Crossover,5,FALSE,FALSE,Gasoline,FALSE,400,FALSE,BMW,7 seats,90595,X5,13995,A,AWD,2012
3C4NJDBB8LT174849,SUV / Crossover,217,,,Gasoline,,180,,Jeep,5 seats,0,Compass,23360,A,4WD,2020
ZASFAKNNXJ7B86895,SUV / Crossover,19,FALSE,FALSE,Gasoline,TRUE,280,FALSE,Alfa Romeo,5 seats,21797,Stelvio,30995,A,AWD,2018
1GTV2UECXFZ398090,Pickup Truck,101,FALSE,FALSE,,TRUE,355,FALSE,GMC,6 seats,91165,Sierra 1500,21995,A,4WD,2015
1FMCU9G68LUB59714,SUV / Crossover,70,,,Gasoline,,180,,Ford,5 seats,0,Escape,30310,A,AWD,2020
WAUGGAFC7DN062647,Sedan,5,FALSE,FALSE,Gasoline,FALSE,310,FALSE,Audi,5 seats,106321,A6,15995,A,AWD,2013
3FA6P0D92KR123869,Sedan,33,TRUE,FALSE,Gasoline,FALSE,245,TRUE,Ford,5 seats,62972,Fusion,20995,A,AWD,2019
WDCGG8HB7CF893021,SUV / Crossover,5,FALSE,FALSE,Gasoline,TRUE,268,FALSE,Mercedes-Benz,5 seats,117959,GLK-Class,12495,A,AWD,2012
JTDKN3DU5B0322161,Hatchback,41,FALSE,FALSE,Hybrid,FALSE,134,FALSE,Toyota,5 seats,206996,Prius,6295,A,FWD,2011
1C4RJFBG5HC914398,SUV / Crossover,33,FALSE,FALSE,Gasoline,FALSE,241,FALSE,Jeep,5 seats,13769,Grand Cherokee,28995,A,4WD,2017
1C4PJMLX9LD646906,SUV / Crossover,26,,,Gasoline,,271,,Jeep,5 seats,0,Cherokee,31007,A,4WD,2020
3C3CFFFH6DT554832,Hatchback,61,FALSE,FALSE,Gasoline,FALSE,160,FALSE,FIAT,4 seats,45660,500,10495,M,FWD,2013
5XXGR4A63DG155192,Sedan,74,FALSE,FALSE,Gasoline,FALSE,274,FALSE,Kia,5 seats,72671,Optima,14495,A,FWD,2013
5XYKW4A23DG380918,SUV / Crossover,68,FALSE,FALSE,Gasoline,FALSE,276,FALSE,Kia,7 seats,121614,Sorento,10495,A,FWD,2013
1FTNX21F5YEC08051,Pickup Truck,326,FALSE,FALSE,Diesel,FALSE,235,FALSE,Ford,6 seats,129104,F-250 Super Duty,13495,A,4WD,2000
2T2BZMCA8HC079683,SUV / Crossover,41,FALSE,FALSE,Gasoline,FALSE,295,FALSE,Lexus,5 seats,30007,RX 350,36995,A,AWD,2017
1N6BF0KL5EN105610,Van,269,FALSE,FALSE,Gasoline,TRUE,261,FALSE,Nissan,2 seats,48994,NV Cargo,15995,A,4X2,2014
5XYZUDLB8HG499023,SUV / Crossover,18,FALSE,FALSE,Gasoline,FALSE,185,FALSE,Hyundai,5 seats,23323,Santa Fe Sport,18995,A,AWD,2017
SALWG2VFXFA514495,SUV / Crossover,76,TRUE,FALSE,Gasoline,FALSE,340,TRUE,Land Rover,7 seats,75837,Range Rover Sport,28995,A,4WD,2015
3C4NJDBB4LT209497,SUV / Crossover,60,,,Gasoline,,180,,Jeep,5 seats,0,Compass,24398,A,4WD,2020
1FTEW1E46LFB96307,Pickup Truck,39,,,Gasoline,,375,,Ford,5 seats,5,F-150,66825,A,4WD,2020
1FTEW1EP1LFB81451,Pickup Truck,70,,,Gasoline,,375,,Ford,6 seats,7,F-150,37572,A,4WD,2020
WBAVL1C51EVY15163,SUV / Crossover,67,FALSE,FALSE,Gasoline,FALSE,240,FALSE,BMW,5 seats,68121,X1,14475,A,AWD,2014
1FTEW1E43LFB96460,Pickup Truck,60,FALSE,FALSE,Gasoline,FALSE,375,FALSE,Ford,6 seats,6,F-150,56401,A,4WD,2020
1C4SDJDT5DC578560,SUV / Crossover,56,FALSE,FALSE,,FALSE,390,FALSE,Dodge,7 seats,131251,Durango,14495,A,AWD,2013
1G1ZE5ST6HF286323,Sedan,7,FALSE,FALSE,Gasoline,FALSE,160,FALSE,Chevrolet,5 seats,25078,Malibu,17497,A,FWD,2017
1N4AL3APXJC475167,Sedan,63,FALSE,TRUE,Gasoline,FALSE,179,FALSE,Nissan,5 seats,15193,Altima,14995,,FWD,2018
KMHE34L11HA057396,Sedan,264,FALSE,FALSE,Hybrid,FALSE,192,FALSE,Hyundai,5 seats,34466,Sonata Hybrid,14495,A,FWD,2017
1FM5K8F8XDGA60906,SUV / Crossover,70,TRUE,FALSE,Gasoline,FALSE,290,FALSE,Ford,7 seats,119759,Explorer,15995,A,AWD,2013
1GTR2VE79DZ296058,Pickup Truck,200,FALSE,FALSE,Flex Fuel Vehicle,FALSE,403,FALSE,GMC,6 seats,86501,Sierra 1500,14995,A,4WD,2013
2HGFB2F51DH575701,Sedan,7,FALSE,FALSE,Gasoline,TRUE,140,FALSE,Honda,5 seats,71781,Civic,11495,A,FWD,2013
1GNSKBKCXKR292056,SUV / Crossover,15,TRUE,FALSE,Gasoline,FALSE,355,TRUE,Chevrolet,8 seats,21182,Tahoe,45995,A,4WD,2019
JM3KFBBM3J1378884,SUV / Crossover,39,FALSE,FALSE,Gasoline,FALSE,187,FALSE,Mazda,5 seats,15648,CX-5,18995,A,AWD,2018
1GKKNSLS6JZ166804,SUV / Crossover,64,FALSE,FALSE,Gasoline,TRUE,310,FALSE,GMC,7 seats,45545,Acadia,22701,A,4WD,2018
WD3PE7CC8D5781349,Van,20,FALSE,FALSE,Diesel,FALSE,188,FALSE,Mercedes-Benz,3 seats,106995,Sprinter Cargo,19495,A,RWD,2013
1GKFK66847J183383,SUV / Crossover,8,FALSE,FALSE,,TRUE,352,FALSE,GMC,9 seats,171826,Yukon XL,10995,A,4WD,2007
1FTEW1EP8KFC00463,Pickup Truck,495,FALSE,FALSE,Gasoline,FALSE,375,FALSE,Ford,6 seats,40,F-150,43419,A,4WD,2019
WP1AB2A23CLA46692,SUV / Crossover,27,TRUE,FALSE,Gasoline,TRUE,400,FALSE,Porsche,5 seats,143471,Cayenne,18495,A,AWD,2012
2C4RC1BG1HR592671,Minivan,49,FALSE,FALSE,Gasoline,FALSE,287,FALSE,Chrysler,8 seats,36495,Pacifica,20150,A,FWD,2017
ZAM57RTS0H1223837,Sedan,32,FALSE,FALSE,Gasoline,TRUE,404,FALSE,Maserati,5 seats,23606,Ghibli,37995,A,AWD,2017
5NPEB4AC8BH212456,Sedan,181,FALSE,FALSE,Gasoline,TRUE,198,FALSE,Hyundai,5 seats,75830,Sonata,7995,A,FWD,2011
3LN6L2LUXDR827985,Sedan,21,FALSE,FALSE,Hybrid,FALSE,188,FALSE,Lincoln,5 seats,119295,MKZ Hybrid,9995,CVT,FWD,2013
3C4NJDBB6LT209498,SUV / Crossover,60,,,Gasoline,,180,,Jeep,5 seats,0,Compass,24398,A,4WD,2020
WA1KK78R09A041017,SUV / Crossover,46,FALSE,FALSE,Gasoline,FALSE,,FALSE,Audi,,94091,Q5,11995,A,,2009
WBY1Z4C55GV505875,Wagon,33,FALSE,FALSE,Gasoline,FALSE,170,FALSE,BMW,4 seats,40283,i3,14995,A,RWD,2016
1FMHK8F86BGA82816,SUV / Crossover,71,FALSE,FALSE,Gasoline,TRUE,290,FALSE,Ford,7 seats,119581,Explorer,14995,A,AWD,2011
5N1AL0MMXEC529918,SUV / Crossover,13,FALSE,FALSE,Gasoline,TRUE,265,FALSE,INFINITI,7 seats,83806,QX60,18495,A,AWD,2014
JN8AT2MV1HW270509,SUV / Crossover,39,FALSE,TRUE,Gasoline,FALSE,170,FALSE,Nissan,5 seats,29491,Rogue,18995,CVT,AWD,2017
1G1ZE5ST6HF110095,Sedan,27,FALSE,FALSE,Gasoline,FALSE,160,FALSE,Chevrolet,5 seats,19676,Malibu,18987,A,FWD,2017
1C4SDJCT2HC611361,SUV / Crossover,27,FALSE,FALSE,Gasoline,FALSE,360,FALSE,Dodge,7 seats,19695,Durango,33995,A,AWD,2017
2T3BF4DV1CW255163,SUV / Crossover,77,FALSE,FALSE,Gasoline,FALSE,179,FALSE,Toyota,8 seats,133341,RAV4,10995,A,4WD,2012
1C6RR7JT3ES103575,Pickup Truck,33,FALSE,FALSE,,FALSE,395,FALSE,RAM,6 seats,140528,1500,19995,A,4WD,2014
2GNAXMEVXJ6119492,SUV / Crossover,22,FALSE,FALSE,Gasoline,FALSE,170,FALSE,Chevrolet,5 seats,40130,Equinox,20987,A,FWD,2018
JM3KFBCMXJ0351816,SUV / Crossover,26,TRUE,FALSE,Gasoline,FALSE,187,FALSE,Mazda,5 seats,36782,CX-5,18995,A,AWD,2018
3VWN57BU0KM216279,Sedan,39,FALSE,FALSE,Gasoline,FALSE,147,FALSE,Volkswagen,5 seats,4897,Jetta,14995,M,FWD,2019
3FA6P0RU8KR263633,Sedan,222,TRUE,FALSE,Hybrid,FALSE,188,TRUE,Ford,5 seats,19477,Fusion Hybrid,19995,CVT,FWD,2019
1FM5K8GC4LGA99833,SUV / Crossover,313,,,Gasoline,,400,,Ford,7 seats,1945,Explorer,57115,A,AWD,2020
3C4NJDCB7JT399937,SUV / Crossover,81,FALSE,FALSE,Gasoline,FALSE,180,FALSE,Jeep,5 seats,6315,Compass,22676,A,4WD,2018
1C6RR7GT0HS776819,Pickup Truck,27,TRUE,FALSE,Gasoline,FALSE,395,TRUE,RAM,6 seats,67417,1500,24195,A,4WD,2017
1FTWW31R09EA49013,Pickup Truck,283,FALSE,FALSE,Diesel,FALSE,350,FALSE,Ford,6 seats,202201,F-350 Super Duty,18495,A,4WD,2009
JF1ZCAC10D1609281,Coupe,27,FALSE,FALSE,Gasoline,FALSE,200,FALSE,Subaru,4 seats,55710,BRZ,14995,M,RWD,2013
WBA3B5G57ENS08941,Sedan,26,FALSE,FALSE,Gasoline,FALSE,240,FALSE,BMW,5 seats,81288,3 Series,16995,A,AWD,2014
3VWD17AJ0EM362037,Sedan,61,FALSE,FALSE,Gasoline,FALSE,170,FALSE,Volkswagen,5 seats,105060,Jetta,7995,A,FWD,2014
1FMSK8DH0LGC78311,SUV / Crossover,5,,,Gasoline,,300,,Ford,7 seats,0,Explorer,46317,A,AWD,2020
3FA6P0HD1LR119991,Sedan,136,FALSE,FALSE,Gasoline,FALSE,175,FALSE,Ford,5 seats,0,Fusion,24535,A,FWD,2020
ZACNJBC16LPL84901,SUV / Crossover,27,,,Gasoline,,177,,Jeep,5 seats,0,Renegade,25180,A,4WD,2020
WBSVA93538E041342,Sedan,31,TRUE,FALSE,Gasoline,FALSE,414,FALSE,BMW,5 seats,98141,M3,19995,A,RWD,2008
1FT7W2B67HEC27520,Pickup Truck,56,FALSE,FALSE,Flex Fuel Vehicle,TRUE,385,FALSE,Ford,6 seats,155838,F-250 Super Duty,38995,A,4WD,2017
1FA6P8CFXK5195699,Coupe,36,FALSE,FALSE,Gasoline,FALSE,460,FALSE,Ford,4 seats,9720,Mustang,37495,M,RWD,2019
1GNSKBE03BR180801,SUV / Crossover,56,FALSE,FALSE,Flex Fuel Vehicle,TRUE,320,FALSE,Chevrolet,8 seats,138244,Tahoe,16995,A,4WD,2011
1FMCU0GD4HUE45724,SUV / Crossover,32,FALSE,FALSE,Gasoline,FALSE,245,FALSE,Ford,5 seats,20462,Escape,15995,A,FWD,2017
1N4AL3AP9HC298394,Sedan,32,FALSE,FALSE,Gasoline,TRUE,182,FALSE,Nissan,5 seats,10608,Altima,16995,A,FWD,2017
KNDPBCAC7F7793883,SUV / Crossover,0,FALSE,FALSE,Gasoline,FALSE,182,FALSE,Kia,5 seats,71414,Sportage,13995,A,AWD,2015
3GYFK62867G164167,Pickup Truck,25,FALSE,FALSE,Gasoline,TRUE,403,FALSE,Cadillac,5 seats,164967,Escalade EXT,13995,A,AWD,2007
1FTEW1E43LFB74362,Pickup Truck,47,,,Gasoline,,375,,Ford,5 seats,9,F-150,68290,A,4WD,2020
JM3KFABM4J1384865,SUV / Crossover,26,FALSE,FALSE,Gasoline,FALSE,187,FALSE,Mazda,5 seats,13977,CX-5,18995,A,FWD,2018
2FMPK4K87HBB10133,SUV / Crossover,8,FALSE,FALSE,Gasoline,FALSE,280,FALSE,Ford,5 seats,54470,Edge,22995,A,AWD,2017
1C4RJFBG8HC822458,SUV / Crossover,20,FALSE,FALSE,Gasoline,FALSE,241,FALSE,Jeep,5 seats,21394,Grand Cherokee,28595,A,4WD,2017
4S3BWAN66L3024042,Sedan,181,,,Gasoline,,182,,Subaru,5 seats,3,Legacy,31227,CVT,AWD,2020
4S4WMACD6K3435234,SUV / Crossover,54,FALSE,FALSE,Gasoline,FALSE,260,FALSE,Subaru,8 seats,10410,Ascent,28954,CVT,AWD,2019
2FMPK4J98LBB08121,SUV / Crossover,33,,,Gasoline,,250,,Ford,5 seats,0,Edge,39136,A,AWD,2020
4S4BSACC0H3410107,Wagon,56,FALSE,FALSE,Gasoline,FALSE,175,FALSE,Subaru,5 seats,61341,Outback,15685,CVT,AWD,2017
1FTEW1E46LFA03816,Pickup Truck,315,,,Gasoline,,375,,Ford,6 seats,6,F-150,56704,A,4WD,2020
1C4PJMDB0JD608822,SUV / Crossover,39,FALSE,FALSE,Gasoline,FALSE,180,FALSE,Jeep,5 seats,18100,Cherokee,23000,A,4WD,2018
1GNSKJE30BR197236,SUV / Crossover,22,FALSE,FALSE,Flex Fuel Vehicle,FALSE,320,FALSE,Chevrolet,8 seats,160201,Suburban,15995,A,4WD,2011
JF2SJAGC1JH471333,SUV / Crossover,6,FALSE,FALSE,Gasoline,FALSE,170,FALSE,Subaru,5 seats,32094,Forester,22981,CVT,AWD,2018
4S3GKAA67L1613765,Sedan,11,,,Gasoline,,152,,Subaru,5 seats,5,Impreza,19301,M,AWD,2020
1G1RD6E42BU102057,Hatchback,61,FALSE,FALSE,Gasoline,FALSE,149,FALSE,Chevrolet,4 seats,74795,Volt,8995,A,FWD,2011
3C4PDDEG0JT311576,SUV / Crossover,62,FALSE,TRUE,Gasoline,FALSE,283,FALSE,Dodge,7 seats,16794,Journey,19495,A,AWD,2018
WMWXP7C55F2A59228,Hatchback,26,FALSE,FALSE,Gasoline,FALSE,189,FALSE,MINI,4 seats,37200,Cooper,14995,M,FWD,2015
ZACNJBD18LPL70741,SUV / Crossover,77,,,Gasoline,,177,,Jeep,5 seats,0,Renegade,25227,A,4WD,2020
4S3BWAN61L3032775,Sedan,13,,,Gasoline,,182,,Subaru,5 seats,3,Legacy,31227,CVT,AWD,2020
3C4NJDCB3MT504025,SUV / Crossover,14,,,Gasoline,,,,Jeep,,0,Compass,30456,A,,2021
1FA6P8TH3K5119548,Coupe,32,FALSE,FALSE,Gasoline,FALSE,310,FALSE,Ford,4 seats,12882,Mustang,27995,M,RWD,2019
WBAYM9C59DDW20036,Coupe,208,FALSE,FALSE,Gasoline,TRUE,445,FALSE,BMW,4 seats,63267,6 Series,25995,A,RWD,2013
3MZBN1L34HM145859,Hatchback,18,FALSE,TRUE,Gasoline,TRUE,184,FALSE,Mazda,5 seats,23721,MAZDA3,15495,A,FWD,2017
1FM5K8D86JGA78429,SUV / Crossover,11,FALSE,FALSE,Gasoline,FALSE,290,FALSE,Ford,7 seats,21895,Explorer,29995,A,AWD,2018
5TDKK3DC8BS152262,Minivan,33,FALSE,FALSE,Gasoline,FALSE,266,FALSE,Toyota,8 seats,132998,Sienna,12495,A,FWD,2011
1GNSKHKC0HR200495,SUV / Crossover,26,FALSE,FALSE,Flex Fuel Vehicle,TRUE,355,FALSE,Chevrolet,8 seats,29333,Suburban,42995,A,4WD,2017
WDDHF8JB0CA616463,Sedan,32,FALSE,FALSE,Gasoline,FALSE,302,FALSE,Mercedes-Benz,5 seats,115792,E-Class,13495,A,AWD,2012
WBA3B5G54ENS07097,Sedan,22,FALSE,FALSE,Gasoline,FALSE,240,FALSE,BMW,5 seats,101709,3 Series,15495,A,AWD,2014
1C4PJMDB4FW504958,SUV / Crossover,22,FALSE,FALSE,Gasoline,FALSE,180,FALSE,Jeep,5 seats,48139,Cherokee,15995,A,4WD,2015
3FA6P0HD3LR258021,Sedan,32,FALSE,FALSE,Gasoline,FALSE,175,FALSE,Ford,5 seats,0,Fusion,24680,A,FWD,2020
2GNAXKEX2J6305355,SUV / Crossover,74,FALSE,FALSE,Gasoline,TRUE,252,FALSE,Chevrolet,5 seats,23879,Equinox,20987,A,FWD,2018
1G1BE5SM9J7110098,Sedan,32,FALSE,FALSE,Gasoline,FALSE,153,FALSE,Chevrolet,5 seats,10916,Cruze,17995,,FWD,2018
MAJ6S3JL5LC311124,SUV / Crossover,221,FALSE,FALSE,Gasoline,FALSE,166,FALSE,Ford,5 seats,0,EcoSport,27431,A,AWD,2020
1C4RJFBG8HC819348,SUV / Crossover,54,FALSE,FALSE,Gasoline,FALSE,241,FALSE,Jeep,5 seats,19528,Grand Cherokee,26896,A,4WD,2017
ZACNJBD17LPL72531,SUV / Crossover,77,,,Gasoline,,177,,Jeep,5 seats,0,Renegade,25227,A,4WD,2020
WMWZC5C54CWM11872,SUV / Crossover,121,TRUE,FALSE,Gasoline,FALSE,181,FALSE,MINI,5 seats,90563,Countryman,11495,M,AWD,2012
3GCUKREH3GG185245,Pickup Truck,22,FALSE,FALSE,Flex Fuel Vehicle,FALSE,285,FALSE,Chevrolet,6 seats,113155,Silverado 1500,27995,A,4WD,2016
1G1BE5SM6H7246294,Sedan,19,FALSE,FALSE,Gasoline,TRUE,153,FALSE,Chevrolet,5 seats,19691,Cruze,14465,A,FWD,2017
2C3CDZC91HH522373,Coupe,242,FALSE,FALSE,Gasoline,TRUE,707,FALSE,Dodge,5 seats,74900,Challenger,44995,A,RWD,2017
JF2SJAEC5JG450574,SUV / Crossover,39,FALSE,FALSE,Gasoline,FALSE,170,FALSE,Subaru,5 seats,23871,Forester,19495,M,AWD,2018
LRBFXESXXHD117388,SUV / Crossover,80,FALSE,FALSE,Gasoline,FALSE,252,FALSE,Buick,5 seats,25301,Envision,27695,,AWD,2017
1FTSW21R78EC47384,Pickup Truck,638,FALSE,FALSE,Diesel,TRUE,350,FALSE,Ford,6 seats,148622,F-250 Super Duty,19995,A,4WD,2008
4S3BWAN64L3010365,Sedan,300,,,Gasoline,,182,,Subaru,5 seats,10,Legacy,31241,CVT,AWD,2020
4S3GKAB64L3613130,Sedan,6,,,Gasoline,,152,,Subaru,5 seats,5,Impreza,20516,CVT,AWD,2020
WVWBP7AN9DE520021,Sedan,89,FALSE,FALSE,Gasoline,TRUE,200,FALSE,Volkswagen,5 seats,97011,CC,10695,A,FWD,2013
2FMPK4J9XLBA95503,SUV / Crossover,47,,,Gasoline,,250,,Ford,5 seats,1,Edge,30484,A,AWD,2020
5UXXW3C56F0M88822,SUV / Crossover,74,FALSE,FALSE,Gasoline,TRUE,240,FALSE,BMW,5 seats,107908,X4,22995,A,AWD,2015
JF2SJAEC5JH423109,SUV / Crossover,49,FALSE,FALSE,Gasoline,FALSE,170,FALSE,Subaru,5 seats,25933,Forester,20314,CVT,AWD,2018
1C6RD7PT5CS160489,Pickup Truck,19,FALSE,FALSE,Gasoline,FALSE,390,FALSE,RAM,5 seats,146652,1500,17995,A,4WD,2012
3N1CE2CP4KL355913,Hatchback,87,TRUE,FALSE,Gasoline,FALSE,109,TRUE,Nissan,5 seats,27576,Versa Note,10755,CVT,FWD,2019
JF2SJGEC1HH520935,SUV / Crossover,69,FALSE,FALSE,Gasoline,FALSE,250,FALSE,Subaru,5 seats,15926,Forester,19995,A,AWD,2017
4S3GKAB63L3613085,Sedan,6,,,Gasoline,,152,,Subaru,5 seats,5,Impreza,20516,CVT,AWD,2020
2T3WFREV0GW249048,SUV / Crossover,5,FALSE,TRUE,Gasoline,TRUE,176,FALSE,Toyota,5 seats,53734,RAV4,15495,A,FWD,2016
1FTEW1E59LFC14761,Pickup Truck,22,,,Flex Fuel Vehicle,,395,,Ford,5 seats,5,F-150,68610,A,4WD,2020
1FMCU9GD6JUA77878,SUV / Crossover,54,FALSE,FALSE,Gasoline,FALSE,245,FALSE,Ford,5 seats,44096,Escape,15524,A,AWD,2018
19XFC2F77HE225438,Sedan,35,FALSE,TRUE,Gasoline,TRUE,158,FALSE,Honda,5 seats,16780,Civic,15995,CVT,FWD,2017
MAJ6S3KL1LC315248,SUV / Crossover,214,FALSE,FALSE,Gasoline,FALSE,166,FALSE,Ford,5 seats,0,EcoSport,27392,A,AWD,2020
1GCUYDET9LZ345337,Pickup Truck,26,,,Diesel,,277,,Chevrolet,6 seats,2,Silverado 1500,47120,A,4WD,2020
5LMFU28547LJ19892,SUV / Crossover,15,FALSE,FALSE,Gasoline,TRUE,300,FALSE,Lincoln,8 seats,146865,Navigator,10995,A,4WD,2007
1GT12ZC87DF227306,Pickup Truck,136,FALSE,FALSE,Diesel,FALSE,397,FALSE,GMC,6 seats,201825,Sierra 2500HD,18995,A,4WD,2013
3C4NJDBB4JT231545,SUV / Crossover,62,FALSE,FALSE,Gasoline,FALSE,180,FALSE,Jeep,5 seats,19694,Compass,20195,A,4WD,2018
WUAENAFG2EN000211,Coupe,199,TRUE,FALSE,Gasoline,FALSE,525,FALSE,Audi,2 seats,33453,R8,89995,A,AWD,2014
5J6RM4H71DL046844,SUV / Crossover,5,FALSE,FALSE,Gasoline,TRUE,185,FALSE,Honda,5 seats,107785,CR-V,15995,A,AWD,2013
4S4BTAEC9L3246360,SUV / Crossover,29,,,Gasoline,,182,,Subaru,5 seats,5,Outback,31349,CVT,AWD,2020
3C4NJDBB6LT166491,SUV / Crossover,238,,,Gasoline,,180,,Jeep,5 seats,0,Compass,25234,A,4WD,2020
3GKALTEV9KL213430,SUV / Crossover,37,FALSE,FALSE,Gasoline,FALSE,252,FALSE,GMC,5 seats,29225,Terrain,24000,,4WD,2019
2FMPK4J96LBA98110,SUV / Crossover,43,,,Gasoline,,250,,Ford,5 seats,525,Edge,30484,A,AWD,2020
1FBAX2C84LKA15935,Van,287,,,Flex Fuel Vehicle,,275,,Ford,15 seats,0,Transit Passenger,46314,A,RWD,2020
