vin,body_type,daysonmarket,fleet,frame_damaged,fuel_type,has_accidents,horsepower,isCab,make_name,maximum_seating,mileage,model_name,price,transmission,wheel_system,year
ZACNJABB5KPJ92081,SUV / Crossover,522,,,Gasoline,,177,,Jeep,5 seats,7,Renegade,23141,A,FWD,2019
SALCJ2FX1LH858117,SUV / Crossover,207,,,Gasoline,,246,,Land Rover,7 seats,8,Discovery Sport,46500,A,AWD,2020
JF1VA2M67G9829723,Sedan,1233,FALSE,FALSE,Gasoline,FALSE,305,FALSE,Subaru,5 seats,,WRX STI,46995,M,AWD,2016
SALRR2RV0L2433391,SUV / Crossover,196,,,Gasoline,,340,,Land Rover,7 seats,11,Discovery,67430,A,AWD,2020
SALCJ2FXXLH862327,SUV / Crossover,137,,,Gasoline,,246,,Land Rover,7 seats,7,Discovery Sport,48880,A,AWD,2020
SALYK2EX1LA261711,SUV / Crossover,242,FALSE,FALSE,Gasoline,FALSE,247,FALSE,Land Rover,5 seats,12,Range Rover Velar,66903,A,AWD,2020
3MZBPABL6KM107908,Sedan,447,,,Gasoline,,186,,Mazda,5 seats,14,MAZDA3,23695,A,FWD,2019
SALYK2EX5LA275434,SUV / Crossover,70,,,Gasoline,,247,,Land Rover,5 seats,11,Range Rover Velar,68520,A,AWD,2020
SALCJ2FX6LH858128,SUV / Crossover,196,,,Gasoline,,246,,Land Rover,7 seats,8,Discovery Sport,51245,A,AWD,2020
SALZL2GX4LH007593,SUV / Crossover,510,FALSE,FALSE,Gasoline,FALSE,296,FALSE,Land Rover,5 seats,254,Range Rover Evoque,84399,A,AWD,2020
ZARBAAC41FM129303,Coupe,1252,FALSE,FALSE,Gasoline,FALSE,237,FALSE,Alfa Romeo,2 seats,301,4C,97579,A,RWD,2015
SALZJ2FX0LH081763,SUV / Crossover,179,,,Gasoline,,246,,Land Rover,5 seats,22,Range Rover Evoque,51885,A,AWD,2020
WBA8B7C53GK368522,Sedan,1233,FALSE,FALSE,Gasoline,FALSE,320,FALSE,BMW,5 seats,6903,3 Series,58995,A,AWD,2016
SALYK2EX8LA268316,SUV / Crossover,201,,,Gasoline,,247,,Land Rover,5 seats,20,Range Rover Velar,68725,A,AWD,2020
3MZBPABL1KM108237,Sedan,447,,,Gasoline,,186,,Mazda,5 seats,204,MAZDA3,23695,A,FWD,2019
3MZBPABL4KM107969,Sedan,447,,,Gasoline,,186,,Mazda,5 seats,61,MAZDA3,23695,A,FWD,2019
SALCP2FX9LH857747,SUV / Crossover,187,,,Gasoline,,246,,Land Rover,7 seats,6,Discovery Sport,52275,A,AWD,2020
SALYK2EX8LA284533,SUV / Crossover,20,,,Gasoline,,247,,Land Rover,5 seats,7,Range Rover Velar,68760,A,AWD,2020
SALYK2EX0LA284669,SUV / Crossover,13,,,Gasoline,,247,,Land Rover,5 seats,5,Range Rover Velar,68760,A,AWD,2020
SALCP2FX8LH854709,SUV / Crossover,230,,,Gasoline,,246,,Land Rover,7 seats,8,Discovery Sport,53770,A,AWD,2020
3MZBPABL9KM105215,Sedan,447,,,Gasoline,,186,,Mazda,5 seats,17,MAZDA3,23695,A,FWD,2019
3MZBPABL3KM107929,Sedan,438,,,Gasoline,,186,,Mazda,5 seats,12,MAZDA3,23695,A,FWD,2019
SALCP2FX9LH864505,SUV / Crossover,70,,,Gasoline,,246,,Land Rover,7 seats,8,Discovery Sport,54500,A,AWD,2020
SALCP2FX1LH840358,SUV / Crossover,324,FALSE,FALSE,Gasoline,FALSE,246,FALSE,Land Rover,7 seats,,Discovery Sport,68899,A,AWD,2020
SALRR2RV1L2433156,SUV / Crossover,187,,,Gasoline,,340,,Land Rover,7 seats,6,Discovery,68905,A,AWD,2020
SALCP2FX2LH870341,SUV / Crossover,25,,,Gasoline,,246,,Land Rover,7 seats,7,Discovery Sport,54515,A,AWD,2020
JM1DKDB75K0423950,SUV / Crossover,529,,,Gasoline,,148,,Mazda,5 seats,10,CX-3,24245,A,FWD,2019
ZACNJBBB5KPJ76839,SUV / Crossover,522,,,Gasoline,,177,,Jeep,5 seats,20,Renegade,27587,A,4WD,2019
SALCP2FX7LH864941,SUV / Crossover,70,,,Gasoline,,246,,Land Rover,7 seats,11,Discovery Sport,54540,A,AWD,2020
SALRG2RK9L2433143,SUV / Crossover,196,,,Diesel,,254,,Land Rover,7 seats,13,Discovery,68950,A,AWD,2020
SALYK2EX3LA275917,SUV / Crossover,70,,,Gasoline,,247,,Land Rover,5 seats,10,Range Rover Velar,69040,A,AWD,2020
JM3KFABMXK1505299,SUV / Crossover,529,,,Gasoline,,187,,Mazda,5 seats,569,CX-5,28345,A,FWD,2019
SALZP2FX7LH086957,SUV / Crossover,137,,,Gasoline,,246,,Land Rover,5 seats,7,Range Rover Evoque,55525,A,AWD,2020
ZACNJBBB7KPJ76289,SUV / Crossover,522,,,Gasoline,,177,,Jeep,5 seats,7,Renegade,27587,A,4WD,2019
SALRU2RV4L2436079,SUV / Crossover,70,,,Gasoline,,340,,Land Rover,7 seats,13,Discovery,69095,A,AWD,2020
SALCT2FX1LH856023,SUV / Crossover,230,,,Gasoline,,246,,Land Rover,7 seats,110,Discovery Sport,55750,A,AWD,2020
KMHD84LFXHU271438,Sedan,33,FALSE,FALSE,Gasoline,FALSE,201,FALSE,Hyundai,5 seats,30707,Elantra,13324,A,FWD,2017
SALYK2FV7LA250497,SUV / Crossover,324,,,Gasoline,,340,,Land Rover,5 seats,88,Range Rover Velar,70742,A,AWD,2020
1G1ZD5ST5JF222895,Sedan,55,TRUE,FALSE,Gasoline,FALSE,160,TRUE,Chevrolet,5 seats,42394,Malibu,14639,A,FWD,2018
SALCL2FX0LH859379,SUV / Crossover,201,,,Gasoline,,246,,Land Rover,7 seats,20,Discovery Sport,55925,A,AWD,2020
JTHSZ5BC5J5008777,Coupe,36,FALSE,FALSE,Gasoline,FALSE,311,FALSE,Lexus,4 seats,62251,RC 350,32000,A,AWD,2018
1GNERFKW0JJ104068,SUV / Crossover,27,FALSE,FALSE,Gasoline,FALSE,310,FALSE,Chevrolet,8 seats,36410,Traverse,23723,A,FWD,2018
ZACCJBBB9HPF62165,SUV / Crossover,21,FALSE,FALSE,,FALSE,180,FALSE,Jeep,5 seats,15778,Renegade,16200,A,4WD,2017
JM1DKDD78K0429836,SUV / Crossover,529,,,Gasoline,,148,,Mazda,5 seats,10,CX-3,29295,A,FWD,2019
JM3KFABM0K1521253,SUV / Crossover,529,,,Gasoline,,187,,Mazda,5 seats,16,CX-5,28345,A,FWD,2019
1GNKVGKD7HJ340326,SUV / Crossover,27,FALSE,FALSE,Gasoline,TRUE,281,FALSE,Chevrolet,8 seats,36055,Traverse,22422,A,AWD,2017
SALZP2FX8LH067236,SUV / Crossover,241,FALSE,FALSE,Gasoline,FALSE,246,FALSE,Land Rover,5 seats,9,Range Rover Evoque,56478,A,AWD,2020
1C4RJFAG7JC203082,SUV / Crossover,24,FALSE,FALSE,Gasoline,FALSE,295,FALSE,Jeep,5 seats,25745,Grand Cherokee,29424,A,4WD,2018
SALCP2FX3LH845416,SUV / Crossover,278,FALSE,FALSE,Gasoline,FALSE,246,FALSE,Land Rover,7 seats,,Discovery Sport,71499,A,AWD,2020
1C4NJDEB7HD139874,SUV / Crossover,20,FALSE,FALSE,Gasoline,FALSE,172,FALSE,Jeep,5 seats,14607,Compass,17000,A,4WD,2017
4S3GTAA67J3747545,Hatchback,21,FALSE,FALSE,,FALSE,,FALSE,Subaru,,19801,Impreza,17300,CVT,,2018
KMHTG6AF0LU021115,Coupe,102,FALSE,FALSE,Gasoline,FALSE,147,FALSE,Hyundai,4 seats,3073,Veloster,16900,A,FWD,2020
SALCM2GX5LH836269,SUV / Crossover,334,FALSE,FALSE,Gasoline,FALSE,286,FALSE,Land Rover,5 seats,,Discovery Sport,75899,A,AWD,2020
1C4RJFBG8HC948819,SUV / Crossover,35,FALSE,FALSE,Gasoline,FALSE,241,FALSE,Jeep,5 seats,16467,Grand Cherokee,25500,A,4WD,2017
1GNERFKW4JJ174611,SUV / Crossover,41,FALSE,FALSE,Gasoline,FALSE,310,FALSE,Chevrolet,8 seats,37536,Traverse,23939,A,FWD,2018
1GYFZCR44KF113953,SUV / Crossover,246,FALSE,FALSE,Gasoline,FALSE,237,FALSE,Cadillac,5 seats,6946,XT4,31339,A,FWD,2019
1C3CCCAB3GN124951,Sedan,20,FALSE,FALSE,Gasoline,FALSE,184,FALSE,Chrysler,5 seats,25794,200,13000,A,FWD,2016
1C4RJFBG2HC836419,SUV / Crossover,21,FALSE,FALSE,Gasoline,FALSE,241,FALSE,Jeep,5 seats,44138,Grand Cherokee,25700,A,4WD,2017
SALCL2FX8LH862885,SUV / Crossover,137,,,Gasoline,,246,,Land Rover,7 seats,7,Discovery Sport,56515,A,AWD,2020
ZACNJBC11KPK05419,SUV / Crossover,505,,,Gasoline,,177,,Jeep,5 seats,20,Renegade,31221,A,4WD,2019
1GNERGKW2JJ194328,SUV / Crossover,83,FALSE,FALSE,Gasoline,FALSE,310,FALSE,Chevrolet,8 seats,29695,Traverse,26343,A,FWD,2018
1C3CCBBG6DN528083,Sedan,0,TRUE,FALSE,,FALSE,283,TRUE,Chrysler,5 seats,57995,200,6500,A,FWD,2013
2GNALCEKXH1579447,SUV / Crossover,76,FALSE,FALSE,Gasoline,FALSE,182,FALSE,Chevrolet,5 seats,31232,Equinox,16224,A,FWD,2017
SALZP2FX4LH060817,SUV / Crossover,278,FALSE,FALSE,Gasoline,FALSE,246,FALSE,Land Rover,5 seats,8,Range Rover Evoque,56607,A,AWD,2020
ZACCJBBW2GPD08766,SUV / Crossover,16,FALSE,FALSE,Gasoline,TRUE,180,FALSE,Jeep,5 seats,35392,Renegade,14849,M,4WD,2016
3MZBPAEM2KM107117,Sedan,447,,,Gasoline,,186,,Mazda,5 seats,11,MAZDA3,32195,A,FWD,2019
SALRT2RV3L2433581,SUV / Crossover,187,,,Gasoline,,340,,Land Rover,7 seats,7,Discovery,76640,A,AWD,2020
SALWG2SU6LA721089,SUV / Crossover,201,,,Gasoline,,355,,Land Rover,7 seats,10,Range Rover Sport,76430,A,AWD,2020
1C4BJWDG9EL260645,SUV / Crossover,46,FALSE,FALSE,Gasoline,FALSE,285,FALSE,Jeep,5 seats,99933,Wrangler Unlimited,18700,A,4WD,2014
1C4RDJDG2JC150071,SUV / Crossover,42,FALSE,FALSE,Gasoline,TRUE,295,FALSE,Dodge,7 seats,15732,Durango,27300,A,AWD,2018
1C4HJXEG5JW173011,SUV / Crossover,11,FALSE,FALSE,Gasoline,FALSE,285,FALSE,Jeep,5 seats,24057,Wrangler Unlimited,39000,A,4WD,2018
WDDSJ4GB2HN495908,Sedan,34,FALSE,FALSE,Gasoline,TRUE,208,FALSE,Mercedes-Benz,5 seats,17935,CLA-Class,23000,A,AWD,2017
3GNAXUEV8LS511987,SUV / Crossover,91,TRUE,FALSE,Gasoline,FALSE,170,TRUE,Chevrolet,5 seats,15289,Equinox,20879,A,4WD,2020
2GNALBEK2G6249104,SUV / Crossover,77,FALSE,FALSE,Gasoline,FALSE,182,FALSE,Chevrolet,5 seats,35363,Equinox,13823,A,FWD,2016
SALZP2FX8LH072517,SUV / Crossover,230,,,Gasoline,,246,,Land Rover,5 seats,9,Range Rover Evoque,56885,A,AWD,2020
2C3CDXHG9KH617041,Sedan,20,FALSE,FALSE,Gasoline,FALSE,300,FALSE,Dodge,5 seats,13317,Charger,26500,A,RWD,2019
SALCL2FX0LH864744,SUV / Crossover,70,,,Gasoline,,246,,Land Rover,7 seats,13,Discovery Sport,56635,A,AWD,2020
2GNFLFEK8F6109960,SUV / Crossover,84,TRUE,FALSE,Gasoline,FALSE,182,TRUE,Chevrolet,5 seats,61421,Equinox,12979,A,AWD,2015
1C4NJDEB3GD550171,SUV / Crossover,24,FALSE,FALSE,Gasoline,FALSE,172,FALSE,Jeep,5 seats,53743,Compass,13959,A,4WD,2016
SALZP2FXXLH048395,SUV / Crossover,324,FALSE,FALSE,Gasoline,FALSE,246,FALSE,Land Rover,5 seats,62,Range Rover Evoque,76799,A,AWD,2020
3MZBPAEM5KM105281,Sedan,447,,,Gasoline,,186,,Mazda,5 seats,21,MAZDA3,32195,A,FWD,2019
2GCVKREC6J1108622,Pickup Truck,28,FALSE,FALSE,Gasoline,FALSE,355,FALSE,Chevrolet,6 seats,12916,Silverado 1500,34224,A,4WD,2018
1C4BJWEG1CL149406,SUV / Crossover,22,FALSE,FALSE,Gasoline,FALSE,285,FALSE,Jeep,5 seats,95997,Wrangler Unlimited,23300,A,4WD,2012
SALZP2FX3LH048657,SUV / Crossover,310,FALSE,FALSE,Gasoline,FALSE,246,FALSE,Land Rover,5 seats,,Range Rover Evoque,76799,A,AWD,2020
JN8AS5MV8BW254139,SUV / Crossover,6,FALSE,FALSE,Gasoline,TRUE,170,FALSE,Nissan,5 seats,91737,Rogue,7200,CVT,AWD,2011
1C4RJFAGXHC940027,SUV / Crossover,17,FALSE,FALSE,Gasoline,FALSE,295,FALSE,Jeep,5 seats,31273,Grand Cherokee,23300,A,4WD,2017
1GNKVGKD7HJ224009,SUV / Crossover,81,FALSE,FALSE,Gasoline,FALSE,281,FALSE,Chevrolet,8 seats,68281,Traverse,16700,A,AWD,2017
3MZBPAEM4KM105269,Sedan,447,,,Gasoline,,186,,Mazda,5 seats,20,MAZDA3,32195,A,FWD,2019
1C4RJFBG3HC662313,SUV / Crossover,35,FALSE,FALSE,Gasoline,FALSE,241,FALSE,Jeep,5 seats,29191,Grand Cherokee,25000,A,4WD,2017
SALZP2FX2LH067619,SUV / Crossover,242,FALSE,FALSE,Gasoline,FALSE,246,FALSE,Land Rover,5 seats,8,Range Rover Evoque,57282,A,AWD,2020
19XFC2F53HE205928,Sedan,97,FALSE,FALSE,Gasoline,FALSE,158,FALSE,Honda,5 seats,32894,Civic,14400,CVT,FWD,2017
ZACCJBBH9FPC17624,SUV / Crossover,24,FALSE,FALSE,Gasoline,FALSE,180,FALSE,Jeep,5 seats,48522,Renegade,12924,M,4WD,2015
1G1ZD5STXJF193216,Sedan,76,FALSE,FALSE,Gasoline,FALSE,160,FALSE,Chevrolet,5 seats,61981,Malibu,14359,A,FWD,2018
2T2BZMCA1HC089777,SUV / Crossover,12,FALSE,FALSE,Gasoline,FALSE,295,FALSE,Lexus,5 seats,24021,RX 350,34949,A,AWD,2017
WDC0G4KB1GF094747,SUV / Crossover,19,FALSE,FALSE,Gasoline,FALSE,241,FALSE,Mercedes-Benz,5 seats,81807,GLC-Class,22000,A,AWD,2016
SALZP2FX7LH090328,SUV / Crossover,70,,,Gasoline,,246,,Land Rover,5 seats,11,Range Rover Evoque,57535,A,AWD,2020
1GNKVGKDXHJ220231,SUV / Crossover,77,TRUE,FALSE,Gasoline,FALSE,281,TRUE,Chevrolet,8 seats,58971,Traverse,18959,A,AWD,2017
SALYK2FV6LA274550,SUV / Crossover,70,,,Gasoline,,340,,Land Rover,5 seats,11,Range Rover Velar,77270,A,AWD,2020
2C3CDXL90JH230031,Sedan,20,FALSE,FALSE,Gasoline,FALSE,707,FALSE,Dodge,5 seats,19652,Charger,57000,A,RWD,2018
SALRT2RV8L2433866,SUV / Crossover,187,,,Gasoline,,340,,Land Rover,7 seats,11,Discovery,77885,A,AWD,2020
3GNAXSEV1JS586810,SUV / Crossover,53,FALSE,FALSE,Gasoline,FALSE,170,FALSE,Chevrolet,5 seats,44244,Equinox,16924,A,4WD,2018
3MZBPAEM4KM107748,Sedan,447,,,Gasoline,,186,,Mazda,5 seats,17,MAZDA3,32195,A,FWD,2019
1GCVKREC8HZ136438,Pickup Truck,62,FALSE,FALSE,Gasoline,FALSE,355,FALSE,Chevrolet,6 seats,31041,Silverado 1500,31841,A,4WD,2017
SALZP2FX9LH090489,SUV / Crossover,70,,,Gasoline,,246,,Land Rover,5 seats,10,Range Rover Evoque,57535,A,AWD,2020
5XXGT4L32KG342554,Sedan,20,TRUE,FALSE,Gasoline,FALSE,185,TRUE,Kia,5 seats,28241,Optima,15500,A,FWD,2019
1FM5K8GT9GGA49855,SUV / Crossover,6,FALSE,FALSE,Gasoline,FALSE,365,FALSE,Ford,7 seats,53326,Explorer,25000,A,AWD,2016
3GNAXKEVXKS620812,SUV / Crossover,37,FALSE,FALSE,Gasoline,FALSE,170,FALSE,Chevrolet,5 seats,4742,Equinox,20439,A,FWD,2019
3MZBPAEMXKM106569,Sedan,447,,,Gasoline,,186,,Mazda,5 seats,12,MAZDA3,32195,A,FWD,2019
5LMJJ2LTXJEL00483,SUV / Crossover,236,FALSE,FALSE,Gasoline,FALSE,450,FALSE,Lincoln,8 seats,37415,Navigator,56200,A,4WD,2018
4S4BSADC2J3253653,Wagon,12,FALSE,FALSE,Gasoline,FALSE,175,FALSE,Subaru,5 seats,23175,Outback,22159,CVT,AWD,2018
WBA4B3C59FD670181,Sedan,20,FALSE,FALSE,Gasoline,FALSE,300,FALSE,BMW,5 seats,81120,4 Series,18500,A,AWD,2015
SALZP2FX7LH079183,SUV / Crossover,187,,,Gasoline,,246,,Land Rover,5 seats,7,Range Rover Evoque,58655,A,AWD,2020
1C4RJFLTXKC690774,SUV / Crossover,66,FALSE,FALSE,,FALSE,360,FALSE,Jeep,5 seats,42942,Grand Cherokee,33700,A,4WD,2019
SALRT2RK7L2430804,SUV / Crossover,230,,,Diesel,,254,,Land Rover,7 seats,13,Discovery,80380,A,AWD,2020
4JGED6EB1JA108710,SUV / Crossover,58,FALSE,FALSE,Gasoline,FALSE,385,FALSE,Mercedes-Benz,5 seats,21803,GLE-Class,58200,A,AWD,2018
1GYS4BKJ1GR444888,SUV / Crossover,16,FALSE,FALSE,Gasoline,FALSE,420,FALSE,Cadillac,8 seats,45058,Escalade,43859,A,4WD,2016
3MZBPAEM8KM105274,Sedan,447,,,Gasoline,,186,,Mazda,5 seats,19,MAZDA3,32195,A,FWD,2019
SALYM2EV0LA284616,SUV / Crossover,13,,,Gasoline,,380,,Land Rover,5 seats,5,Range Rover Velar,81295,A,AWD,2020
SALZL2FX0LH100709,SUV / Crossover,25,,,Gasoline,,246,,Land Rover,5 seats,8,Range Rover Evoque,58975,A,AWD,2020
KM8J3CA49HU418457,SUV / Crossover,18,FALSE,FALSE,Gasoline,FALSE,164,FALSE,Hyundai,5 seats,30843,Tucson,15939,A,AWD,2017
1GNKVGKD4HJ285429,SUV / Crossover,57,FALSE,FALSE,Gasoline,FALSE,281,FALSE,Chevrolet,8 seats,24771,Traverse,23723,A,AWD,2017
WBA2H9C35HV642642,Coupe,62,FALSE,FALSE,Gasoline,TRUE,248,FALSE,BMW,4 seats,24584,2 Series,23500,A,AWD,2017
1C4RJFBGXFC775625,SUV / Crossover,7,FALSE,FALSE,Gasoline,FALSE,241,FALSE,Jeep,5 seats,59754,Grand Cherokee,21500,A,4WD,2015
2C4RC1BGXHR744754,Minivan,59,FALSE,FALSE,Gasoline,FALSE,287,FALSE,Chrysler,8 seats,32130,Pacifica,19500,A,FWD,2017
5N1AT2MV2EC832924,SUV / Crossover,29,FALSE,FALSE,Gasoline,FALSE,170,FALSE,Nissan,7 seats,49531,Rogue,11500,CVT,AWD,2014
SALCJ2FX9LH835698,SUV / Crossover,334,FALSE,FALSE,Gasoline,FALSE,246,FALSE,Land Rover,7 seats,,Discovery Sport,59499,A,AWD,2020
1GNSKHKC6JR361729,SUV / Crossover,243,TRUE,FALSE,Gasoline,FALSE,355,TRUE,Chevrolet,8 seats,38003,Suburban,37924,A,4WD,2018
1C4NJDEB5GD546199,SUV / Crossover,52,FALSE,FALSE,Gasoline,FALSE,172,FALSE,Jeep,5 seats,81834,Compass,10500,A,4WD,2016
3MZBPAEM7KM107047,Sedan,447,,,Gasoline,,186,,Mazda,5 seats,26,MAZDA3,32195,A,FWD,2019
SALZL2FX0LH068649,SUV / Crossover,241,FALSE,FALSE,Gasoline,FALSE,246,FALSE,Land Rover,5 seats,40,Range Rover Evoque,59808,A,AWD,2020
ZACNJBAB1KPK19431,SUV / Crossover,35,FALSE,FALSE,Gasoline,TRUE,177,FALSE,Jeep,5 seats,14252,Renegade,18200,A,4WD,2019
1G1FA1RS3H0183903,Coupe,96,FALSE,FALSE,Gasoline,FALSE,335,FALSE,Chevrolet,4 seats,16626,Camaro,22759,M,RWD,2017
1G1PC5SB9E7320054,Sedan,6,FALSE,FALSE,Gasoline,TRUE,138,FALSE,Chevrolet,5 seats,68344,Cruze,8000,A,FWD,2014
KL7CJLSB1JB655622,SUV / Crossover,76,FALSE,FALSE,Gasoline,FALSE,138,FALSE,Chevrolet,5 seats,4580,Trax,15724,A,FWD,2018
WA1A4AFY5J2008963,SUV / Crossover,52,FALSE,FALSE,Gasoline,FALSE,354,FALSE,Audi,5 seats,45968,SQ5,36500,A,AWD,2018
SALWS2RU4LA742754,SUV / Crossover,20,,,Gasoline,,395,,Land Rover,5 seats,14,Range Rover Sport,88235,A,AWD,2020
SALWR2RY2LA745490,SUV / Crossover,5,,,Gasoline,,398,,Land Rover,5 seats,10,Range Rover Sport,90430,A,AWD,2020
3G1BF6SM9HS532435,Hatchback,27,FALSE,FALSE,Gasoline,FALSE,153,FALSE,Chevrolet,5 seats,38097,Cruze,14824,A,FWD,2017
SADFP2FX2L1Z84308,SUV / Crossover,278,FALSE,FALSE,Gasoline,FALSE,246,FALSE,Jaguar,5 seats,,E-PACE,60743,A,AWD,2020
3MZBPAEM2KM105271,Sedan,447,,,Gasoline,,186,,Mazda,5 seats,147,MAZDA3,32195,A,FWD,2019
2GNAXHEV6K6149419,SUV / Crossover,42,FALSE,FALSE,Gasoline,FALSE,170,FALSE,Chevrolet,5 seats,26818,Equinox,17439,A,FWD,2019
1C4RDJEG9HC611713,SUV / Crossover,66,FALSE,FALSE,Gasoline,FALSE,295,FALSE,Dodge,7 seats,65508,Durango,27200,A,AWD,2017
1C4HJWEG4GL334811,SUV / Crossover,35,FALSE,FALSE,Gasoline,FALSE,285,FALSE,Jeep,5 seats,45858,Wrangler Unlimited,29000,A,4WD,2016
SALZL2GX4LH060990,SUV / Crossover,265,,,Gasoline,,296,,Land Rover,5 seats,8,Range Rover Evoque,61169,A,AWD,2020
1GNKRGKD8HJ199237,SUV / Crossover,18,FALSE,FALSE,Gasoline,FALSE,281,FALSE,Chevrolet,8 seats,59216,Traverse,19629,A,FWD,2017
3MZBPAEMXKM109763,Sedan,438,,,Gasoline,,186,,Mazda,5 seats,15,MAZDA3,32195,A,FWD,2019
1GCVKREC5HZ293912,Pickup Truck,42,FALSE,FALSE,Gasoline,FALSE,355,FALSE,Chevrolet,6 seats,53558,Silverado 1500,28924,A,4WD,2017
1C4RJFAG1EC131530,SUV / Crossover,29,FALSE,FALSE,Gasoline,FALSE,290,FALSE,Jeep,5 seats,98309,Grand Cherokee,13600,A,4WD,2014
1C4RDJDG1HC697021,SUV / Crossover,15,FALSE,FALSE,Gasoline,FALSE,295,FALSE,Dodge,7 seats,39245,Durango,27300,A,AWD,2017
1C4BJWDG2HL503796,SUV / Crossover,34,FALSE,FALSE,Gasoline,FALSE,285,FALSE,Jeep,5 seats,76354,Wrangler Unlimited,28000,A,4WD,2017
SALRG2RV0L2433588,SUV / Crossover,187,,,Gasoline,,340,,Land Rover,7 seats,11,Discovery,62020,A,AWD,2020
SALWS2RU9LA739641,SUV / Crossover,25,,,Gasoline,,395,,Land Rover,5 seats,18,Range Rover Sport,91355,A,AWD,2020
1GYFZCR4XKF158492,SUV / Crossover,35,FALSE,FALSE,Gasoline,FALSE,237,FALSE,Cadillac,5 seats,4320,XT4,33939,A,FWD,2019
SALWR2RY1LA746050,SUV / Crossover,5,,,Gasoline,,398,,Land Rover,5 seats,5,Range Rover Sport,93515,A,AWD,2020
1N4AA6AP5HC448508,Sedan,25,TRUE,FALSE,Gasoline,FALSE,300,TRUE,Nissan,5 seats,35924,Maxima,21700,CVT,FWD,2017
SALRG2RV9L2433959,SUV / Crossover,187,,,Gasoline,,340,,Land Rover,7 seats,7,Discovery,62165,A,AWD,2020
1C4RJFCG8HC949323,SUV / Crossover,18,FALSE,FALSE,Gasoline,FALSE,241,FALSE,Jeep,5 seats,19477,Grand Cherokee,30500,A,4WD,2017
WDC0G4KB7HF255118,SUV / Crossover,34,FALSE,FALSE,Gasoline,FALSE,241,FALSE,Mercedes-Benz,5 seats,57513,GLC-Class,27800,A,AWD,2017
1GNKRGKD3HJ219619,SUV / Crossover,78,TRUE,FALSE,Gasoline,FALSE,281,TRUE,Chevrolet,8 seats,70387,Traverse,16439,A,FWD,2017
1C4PJMDB0JD613843,SUV / Crossover,41,FALSE,FALSE,Gasoline,FALSE,180,FALSE,Jeep,5 seats,25122,Cherokee,21000,A,4WD,2018
1GCVKREC2HZ245767,Pickup Truck,62,FALSE,FALSE,Gasoline,FALSE,355,FALSE,Chevrolet,6 seats,29969,Silverado 1500,32439,A,4WD,2017
3MZBPAEM6KM108965,Sedan,438,,,Gasoline,,186,,Mazda,5 seats,18,MAZDA3,32195,A,FWD,2019
WDDGF8BBXCR195380,Sedan,29,TRUE,FALSE,Gasoline,FALSE,,FALSE,Mercedes-Benz,,41672,C-Class,12500,A,,2012
1GNKVJKDXFJ118566,SUV / Crossover,15,FALSE,FALSE,Gasoline,FALSE,288,FALSE,Chevrolet,7 seats,67478,Traverse,18800,A,AWD,2015
SALCM2GX0LH857529,SUV / Crossover,196,,,Gasoline,,286,,Land Rover,5 seats,11,Discovery Sport,62185,A,AWD,2020
1G1FF1R74J0107657,Coupe,53,FALSE,FALSE,Gasoline,FALSE,455,FALSE,Chevrolet,4 seats,24840,Camaro,32924,A,RWD,2018
JM1BPANM5K1139351,Hatchback,412,,,Gasoline,,186,,Mazda,5 seats,5,MAZDA3,32595,,FWD,2019
1GNKVHKD7HJ120030,SUV / Crossover,60,FALSE,FALSE,Gasoline,FALSE,281,FALSE,Chevrolet,8 seats,57061,Traverse,22724,A,AWD,2017
SALRG2RV7L2433667,SUV / Crossover,187,,,Gasoline,,340,,Land Rover,7 seats,11,Discovery,62280,A,AWD,2020
SALYU2EE8LA272360,SUV / Crossover,179,,,Gasoline,,550,,Land Rover,5 seats,9,Range Rover Velar,97525,A,AWD,2020
SALWR2RY1LA745996,SUV / Crossover,5,,,Gasoline,,398,,Land Rover,5 seats,11,Range Rover Sport,93985,A,AWD,2020
1C4RJFAGXHC963677,SUV / Crossover,15,FALSE,FALSE,Gasoline,FALSE,295,FALSE,Jeep,5 seats,29342,Grand Cherokee,23300,A,4WD,2017
WVGSV7AXXHK031394,SUV / Crossover,20,FALSE,FALSE,Gasoline,TRUE,200,FALSE,Volkswagen,5 seats,30883,Tiguan,17500,A,AWD,2017
1GYFZCR48KF111719,SUV / Crossover,35,FALSE,FALSE,Gasoline,FALSE,237,FALSE,Cadillac,5 seats,4478,XT4,32439,A,FWD,2019
SALGS2RU1LA574558,SUV / Crossover,348,,,Gasoline,,395,,Land Rover,5 seats,104,Range Rover Hybrid,101737,A,AWD,2020
1G1ZD5ST9JF127126,Sedan,50,FALSE,FALSE,Gasoline,FALSE,160,FALSE,Chevrolet,5 seats,35580,Malibu,15324,A,FWD,2018
SADFP2FX8L1Z86869,SUV / Crossover,242,FALSE,FALSE,Gasoline,FALSE,246,FALSE,Jaguar,5 seats,,E-PACE,63059,A,AWD,2020
JM1GL1XY7J1328891,Sedan,473,,,Gasoline,,250,,Mazda,5 seats,10,MAZDA6,37140,A,FWD,2018
SALEJ7EX6L2013418,SUV / Crossover,5,,,Gasoline,,296,,Land Rover,7 seats,11,Defender,64615,A,AWD,2020
3C4NJDBB5KT599511,SUV / Crossover,13,FALSE,FALSE,Gasoline,FALSE,180,FALSE,Jeep,5 seats,18015,Compass,21300,A,4WD,2019
